Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,South Korea,South Korea,KR,369.59,424.37,39.1,0.76,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 01:00:00,South Korea,South Korea,KR,363.47,415.61,40.72,1.1,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 02:00:00,South Korea,South Korea,KR,362.01,414.32,40.84,0.76,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 03:00:00,South Korea,South Korea,KR,362.68,414.9,40.53,0.39,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 04:00:00,South Korea,South Korea,KR,362.77,414.73,40.35,0.38,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 05:00:00,South Korea,South Korea,KR,365.56,418.42,40.16,0.51,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 06:00:00,South Korea,South Korea,KR,366.02,420.55,39.28,0.57,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 07:00:00,South Korea,South Korea,KR,364.94,422.76,37.77,1.01,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 08:00:00,South Korea,South Korea,KR,365.41,426.57,36.33,1.53,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 09:00:00,South Korea,South Korea,KR,365.28,427.65,36.53,2.57,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 10:00:00,South Korea,South Korea,KR,367.07,427.34,36.83,2.62,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 11:00:00,South Korea,South Korea,KR,367.38,428.0,37.64,3.1,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 12:00:00,South Korea,South Korea,KR,367.28,426.26,37.74,2.66,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 13:00:00,South Korea,South Korea,KR,369.21,428.91,37.82,2.81,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 14:00:00,South Korea,South Korea,KR,370.77,429.5,37.11,2.38,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 15:00:00,South Korea,South Korea,KR,366.94,424.85,36.73,0.66,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 16:00:00,South Korea,South Korea,KR,366.09,424.0,37.55,0.22,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 17:00:00,South Korea,South Korea,KR,365.56,422.63,37.86,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 18:00:00,South Korea,South Korea,KR,366.41,423.73,37.82,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 19:00:00,South Korea,South Korea,KR,364.45,420.92,38.02,0.08,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 20:00:00,South Korea,South Korea,KR,366.15,422.42,38.13,0.08,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 21:00:00,South Korea,South Korea,KR,366.04,422.56,38.19,0.46,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 22:00:00,South Korea,South Korea,KR,366.03,423.34,38.01,0.74,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-01 23:00:00,South Korea,South Korea,KR,362.18,420.03,38.69,1.68,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 00:00:00,South Korea,South Korea,KR,361.74,418.38,39.85,2.23,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 01:00:00,South Korea,South Korea,KR,364.16,419.99,39.87,2.46,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 02:00:00,South Korea,South Korea,KR,363.23,418.76,39.07,0.99,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 03:00:00,South Korea,South Korea,KR,362.67,418.14,39.09,0.54,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 04:00:00,South Korea,South Korea,KR,363.03,418.19,38.92,0.47,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 05:00:00,South Korea,South Korea,KR,363.72,418.13,38.34,0.44,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 06:00:00,South Korea,South Korea,KR,366.75,424.4,37.05,0.62,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 07:00:00,South Korea,South Korea,KR,371.18,430.77,35.49,0.56,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 08:00:00,South Korea,South Korea,KR,372.91,433.95,34.47,0.53,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 09:00:00,South Korea,South Korea,KR,374.73,436.58,34.07,0.84,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 10:00:00,South Korea,South Korea,KR,374.84,437.01,34.46,1.11,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 11:00:00,South Korea,South Korea,KR,374.9,436.0,34.83,1.04,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 12:00:00,South Korea,South Korea,KR,374.57,436.03,35.14,0.68,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 13:00:00,South Korea,South Korea,KR,374.39,435.72,34.84,0.42,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 14:00:00,South Korea,South Korea,KR,375.31,436.73,35.02,0.82,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 15:00:00,South Korea,South Korea,KR,379.09,438.3,35.5,0.08,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 16:00:00,South Korea,South Korea,KR,377.42,435.27,36.22,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 17:00:00,South Korea,South Korea,KR,378.19,435.24,36.29,0.08,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 18:00:00,South Korea,South Korea,KR,376.69,435.07,36.23,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 19:00:00,South Korea,South Korea,KR,378.71,437.62,35.43,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 20:00:00,South Korea,South Korea,KR,384.25,444.27,34.17,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 21:00:00,South Korea,South Korea,KR,391.85,453.33,32.23,0.08,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 22:00:00,South Korea,South Korea,KR,396.79,462.51,29.99,0.38,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-02 23:00:00,South Korea,South Korea,KR,399.73,468.93,28.64,1.56,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 00:00:00,South Korea,South Korea,KR,402.01,471.13,28.66,1.98,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 01:00:00,South Korea,South Korea,KR,402.6,470.11,29.26,1.98,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 02:00:00,South Korea,South Korea,KR,403.69,470.34,29.21,1.11,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 03:00:00,South Korea,South Korea,KR,404.44,470.04,29.24,0.17,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 04:00:00,South Korea,South Korea,KR,404.5,469.98,29.16,0.32,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 05:00:00,South Korea,South Korea,KR,407.39,472.6,28.72,0.43,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 06:00:00,South Korea,South Korea,KR,408.17,474.34,29.04,1.47,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 07:00:00,South Korea,South Korea,KR,408.07,475.15,28.51,1.9,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 08:00:00,South Korea,South Korea,KR,406.35,473.48,28.43,1.67,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 09:00:00,South Korea,South Korea,KR,405.35,472.14,29.39,1.79,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 10:00:00,South Korea,South Korea,KR,405.55,471.57,29.95,1.33,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 11:00:00,South Korea,South Korea,KR,406.49,471.25,30.4,0.87,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 12:00:00,South Korea,South Korea,KR,407.59,470.51,31.48,0.66,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 13:00:00,South Korea,South Korea,KR,405.99,467.52,32.06,0.54,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 14:00:00,South Korea,South Korea,KR,405.97,467.53,32.22,1.06,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 15:00:00,South Korea,South Korea,KR,401.6,460.94,32.61,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 16:00:00,South Korea,South Korea,KR,404.85,463.4,33.31,0.06,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 17:00:00,South Korea,South Korea,KR,402.95,461.25,33.6,0.06,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 18:00:00,South Korea,South Korea,KR,401.94,460.31,33.63,0.06,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 19:00:00,South Korea,South Korea,KR,401.63,460.52,33.32,0.06,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 20:00:00,South Korea,South Korea,KR,403.61,463.97,32.22,0.06,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 21:00:00,South Korea,South Korea,KR,402.85,465.17,30.8,0.07,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 22:00:00,South Korea,South Korea,KR,404.12,469.69,28.86,0.08,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-03 23:00:00,South Korea,South Korea,KR,404.64,473.35,28.07,1.4,new.kpx.or.kr; khnp.co.kr;  kpx.or.kr,false,
2022-01-04 00:00:00,South Korea,South Korea,KR,403.53,473.18,28.58,2.1,new.kpx.or.kr,false,
2022-01-04 01:00:00,South Korea,South Korea,KR,402.99,471.51,28.5,1.14,new.kpx.or.kr,false,
2022-01-04 02:00:00,South Korea,South Korea,KR,401.85,468.79,29.1,0.62,new.kpx.or.kr,false,
2022-01-04 03:00:00,South Korea,South Korea,KR,403.85,469.17,29.75,0.16,new.kpx.or.kr,false,
2022-01-04 04:00:00,South Korea,South Korea,KR,405.58,471.06,29.46,0.24,new.kpx.or.kr,false,
2022-01-04 05:00:00,South Korea,South Korea,KR,409.57,475.1,29.13,0.32,new.kpx.or.kr,false,
2022-01-04 06:00:00,South Korea,South Korea,KR,409.56,475.87,29.24,1.23,new.kpx.or.kr,false,
2022-01-04 07:00:00,South Korea,South Korea,KR,407.57,476.03,29.2,2.48,new.kpx.or.kr,false,
2022-01-04 08:00:00,South Korea,South Korea,KR,405.98,475.22,28.99,2.4,new.kpx.or.kr,false,
2022-01-04 09:00:00,South Korea,South Korea,KR,406.47,474.64,29.53,2.32,new.kpx.or.kr,false,
2022-01-04 10:00:00,South Korea,South Korea,KR,407.53,474.11,30.39,2.29,new.kpx.or.kr,false,
2022-01-04 11:00:00,South Korea,South Korea,KR,407.82,473.11,30.67,1.63,new.kpx.or.kr,false,
2022-01-04 12:00:00,South Korea,South Korea,KR,405.09,469.22,30.99,0.67,new.kpx.or.kr,false,
2022-01-04 13:00:00,South Korea,South Korea,KR,404.4,467.63,31.42,0.34,new.kpx.or.kr,false,
2022-01-04 14:00:00,South Korea,South Korea,KR,408.65,471.68,31.71,0.99,new.kpx.or.kr,false,
2022-01-04 15:00:00,South Korea,South Korea,KR,405.88,467.46,32.22,0.08,new.kpx.or.kr,false,
2022-01-04 16:00:00,South Korea,South Korea,KR,405.65,465.63,33.19,0.05,new.kpx.or.kr,false,
2022-01-04 17:00:00,South Korea,South Korea,KR,407.15,466.83,33.23,0.05,new.kpx.or.kr,false,
2022-01-04 18:00:00,South Korea,South Korea,KR,407.23,467.44,32.89,0.05,new.kpx.or.kr,false,
2022-01-04 19:00:00,South Korea,South Korea,KR,407.38,468.15,32.52,0.05,new.kpx.or.kr,false,
2022-01-04 20:00:00,South Korea,South Korea,KR,406.83,468.68,31.92,0.05,new.kpx.or.kr,false,
2022-01-04 21:00:00,South Korea,South Korea,KR,404.42,469.12,30.43,0.05,new.kpx.or.kr,false,
2022-01-04 22:00:00,South Korea,South Korea,KR,404.6,472.96,28.28,0.06,new.kpx.or.kr,false,
2022-01-04 23:00:00,South Korea,South Korea,KR,404.27,474.85,27.69,1.46,new.kpx.or.kr,false,
2022-01-05 00:00:00,South Korea,South Korea,KR,402.24,474.22,27.44,2.08,new.kpx.or.kr,false,
2022-01-05 01:00:00,South Korea,South Korea,KR,401.93,473.51,27.64,2.1,new.kpx.or.kr,false,
2022-01-05 02:00:00,South Korea,South Korea,KR,403.9,474.89,27.27,1.24,new.kpx.or.kr,false,
2022-01-05 03:00:00,South Korea,South Korea,KR,403.54,473.28,27.44,0.18,new.kpx.or.kr,false,
2022-01-05 04:00:00,South Korea,South Korea,KR,404.02,474.78,26.82,0.2,new.kpx.or.kr,false,
2022-01-05 05:00:00,South Korea,South Korea,KR,402.88,474.12,27.0,0.79,new.kpx.or.kr,false,
2022-01-05 06:00:00,South Korea,South Korea,KR,402.79,473.75,27.75,1.63,new.kpx.or.kr,false,
2022-01-05 07:00:00,South Korea,South Korea,KR,403.11,474.33,27.79,1.89,new.kpx.or.kr,false,
2022-01-05 08:00:00,South Korea,South Korea,KR,402.86,472.9,28.5,1.9,new.kpx.or.kr,false,
2022-01-05 09:00:00,South Korea,South Korea,KR,404.28,472.73,29.31,1.85,new.kpx.or.kr,false,
2022-01-05 10:00:00,South Korea,South Korea,KR,404.68,471.64,29.95,1.48,new.kpx.or.kr,false,
2022-01-05 11:00:00,South Korea,South Korea,KR,404.23,470.23,30.2,0.81,new.kpx.or.kr,false,
2022-01-05 12:00:00,South Korea,South Korea,KR,404.51,468.74,30.82,0.09,new.kpx.or.kr,false,
2022-01-05 13:00:00,South Korea,South Korea,KR,405.23,468.09,31.6,0.06,new.kpx.or.kr,false,
2022-01-05 14:00:00,South Korea,South Korea,KR,406.3,469.33,31.94,0.81,new.kpx.or.kr,false,
2022-01-05 15:00:00,South Korea,South Korea,KR,405.12,466.51,32.46,0.05,new.kpx.or.kr,false,
2022-01-05 16:00:00,South Korea,South Korea,KR,404.63,464.53,33.37,0.05,new.kpx.or.kr,false,
2022-01-05 17:00:00,South Korea,South Korea,KR,406.79,466.22,33.42,0.05,new.kpx.or.kr,false,
2022-01-05 18:00:00,South Korea,South Korea,KR,407.15,466.96,33.11,0.05,new.kpx.or.kr,false,
2022-01-05 19:00:00,South Korea,South Korea,KR,406.48,466.93,32.74,0.05,new.kpx.or.kr,false,
2022-01-05 20:00:00,South Korea,South Korea,KR,405.62,467.5,32.04,0.05,new.kpx.or.kr,false,
2022-01-05 21:00:00,South Korea,South Korea,KR,405.98,470.23,30.66,0.05,new.kpx.or.kr,false,
2022-01-05 22:00:00,South Korea,South Korea,KR,405.28,472.96,28.7,0.06,new.kpx.or.kr,false,
2022-01-05 23:00:00,South Korea,South Korea,KR,402.08,472.08,28.37,1.58,new.kpx.or.kr,false,
2022-01-06 00:00:00,South Korea,South Korea,KR,401.65,471.16,28.64,1.68,new.kpx.or.kr,false,
2022-01-06 01:00:00,South Korea,South Korea,KR,401.11,468.97,29.09,1.17,new.kpx.or.kr,false,
2022-01-06 02:00:00,South Korea,South Korea,KR,401.26,467.26,29.82,0.75,new.kpx.or.kr,false,
2022-01-06 03:00:00,South Korea,South Korea,KR,400.71,465.46,30.47,0.18,new.kpx.or.kr,false,
2022-01-06 04:00:00,South Korea,South Korea,KR,404.12,468.87,30.15,0.25,new.kpx.or.kr,false,
2022-01-06 05:00:00,South Korea,South Korea,KR,405.11,470.37,29.86,0.42,new.kpx.or.kr,false,
2022-01-06 06:00:00,South Korea,South Korea,KR,404.97,470.98,30.37,1.79,new.kpx.or.kr,false,
2022-01-06 07:00:00,South Korea,South Korea,KR,407.27,475.21,29.54,2.26,new.kpx.or.kr,false,
2022-01-06 08:00:00,South Korea,South Korea,KR,405.33,474.22,29.3,2.2,new.kpx.or.kr,false,
2022-01-06 09:00:00,South Korea,South Korea,KR,405.29,473.6,29.52,1.99,new.kpx.or.kr,false,
2022-01-06 10:00:00,South Korea,South Korea,KR,407.02,473.78,30.24,1.94,new.kpx.or.kr,false,
2022-01-06 11:00:00,South Korea,South Korea,KR,408.95,474.03,31.1,1.9,new.kpx.or.kr,false,
2022-01-06 12:00:00,South Korea,South Korea,KR,408.55,472.24,31.41,0.95,new.kpx.or.kr,false,
2022-01-06 13:00:00,South Korea,South Korea,KR,408.84,471.86,31.38,0.28,new.kpx.or.kr,false,
2022-01-06 14:00:00,South Korea,South Korea,KR,408.94,472.44,31.67,0.95,new.kpx.or.kr,false,
2022-01-06 15:00:00,South Korea,South Korea,KR,407.86,469.69,32.14,0.05,new.kpx.or.kr,false,
2022-01-06 16:00:00,South Korea,South Korea,KR,406.91,467.51,32.99,0.05,new.kpx.or.kr,false,
2022-01-06 17:00:00,South Korea,South Korea,KR,406.97,467.55,33.01,0.05,new.kpx.or.kr,false,
