Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO¸Z£Æq/kWh (direct),Carbon Intensity gCO¸Z£Æq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023/10/19 22:00,Ireland,Ireland,IE,389.07,478.98,29.75,26.53,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/19 23:00,Ireland,Ireland,IE,366.74,452.48,33.76,30.56,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 0:00,Ireland,Ireland,IE,358.03,442.1,35.28,31.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 1:00,Ireland,Ireland,IE,359.14,443.54,35.03,31.94,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 2:00,Ireland,Ireland,IE,363.82,449.18,34.19,31.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 3:00,Ireland,Ireland,IE,361,445.98,34.68,32.09,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 4:00,Ireland,Ireland,IE,355.53,440,35.66,33.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 5:00,Ireland,Ireland,IE,358.53,443.98,34.9,32.63,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 6:00,Ireland,Ireland,IE,367.94,455.5,33.21,30.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 7:00,Ireland,Ireland,IE,373,461.06,32.46,30.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 8:00,Ireland,Ireland,IE,371.72,459.39,32.72,30.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 9:00,Ireland,Ireland,IE,359.97,445.47,34.83,32.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 10:00,Ireland,Ireland,IE,349.73,433.04,36.7,34.83,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 11:00,Ireland,Ireland,IE,349.09,431.53,37.03,35.79,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 12:00,Ireland,Ireland,IE,337.52,417.51,39.19,38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 13:00,Ireland,Ireland,IE,330.27,408.08,40.7,40.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 14:00,Ireland,Ireland,IE,317.86,392.74,43.04,42.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 15:00,Ireland,Ireland,IE,306.92,379.48,45.04,45.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 16:00,Ireland,Ireland,IE,299.17,370.35,46.39,46.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 17:00,Ireland,Ireland,IE,284.85,353.1,48.99,48.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 18:00,Ireland,Ireland,IE,275.78,342.44,50.57,50.4,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 19:00,Ireland,Ireland,IE,261.5,325.78,53.02,52.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 20:00,Ireland,Ireland,IE,258.24,322.08,53.58,52.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 21:00,Ireland,Ireland,IE,237.26,297.61,57.09,55.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 22:00,Ireland,Ireland,IE,215.19,271.87,60.87,57.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/20 23:00,Ireland,Ireland,IE,210.42,266.53,61.67,58.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 0:00,Ireland,Ireland,IE,213.78,270.56,61.16,57.76,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 1:00,Ireland,Ireland,IE,225.73,284.65,59.12,55.52,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 2:00,Ireland,Ireland,IE,240.89,302.76,56.48,52.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 3:00,Ireland,Ireland,IE,260.32,326.1,52.91,49.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 4:00,Ireland,Ireland,IE,278.58,348.11,49.58,45.79,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 5:00,Ireland,Ireland,IE,293.52,366.37,46.93,43.01,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 6:00,Ireland,Ireland,IE,313.2,390.04,43.37,39.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 7:00,Ireland,Ireland,IE,352.93,436.91,36.33,33.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 8:00,Ireland,Ireland,IE,368.37,456.07,33.26,30.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 9:00,Ireland,Ireland,IE,396.46,489.01,28.24,25.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 10:00,Ireland,Ireland,IE,403.31,497.2,26.87,24.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 11:00,Ireland,Ireland,IE,402.94,496.87,26.89,24.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 12:00,Ireland,Ireland,IE,398.95,492.72,27.63,25.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 13:00,Ireland,Ireland,IE,402.33,496.38,27.15,25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 14:00,Ireland,Ireland,IE,403.24,497.03,27.12,25.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 15:00,Ireland,Ireland,IE,393.61,486.11,28.51,26.01,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 16:00,Ireland,Ireland,IE,405.7,500.15,26.37,24.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 17:00,Ireland,Ireland,IE,409.12,504.54,25.68,23.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 18:00,Ireland,Ireland,IE,414.09,510.49,24.79,22.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 19:00,Ireland,Ireland,IE,419.62,517.21,23.73,21.12,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 20:00,Ireland,Ireland,IE,419.69,517.38,23.78,20.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 21:00,Ireland,Ireland,IE,433.04,532.33,21.76,19.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 22:00,Ireland,Ireland,IE,431.81,530.43,22.2,19.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/21 23:00,Ireland,Ireland,IE,413.49,510.1,25.44,21.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 0:00,Ireland,Ireland,IE,408.96,505.29,26.22,22.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 1:00,Ireland,Ireland,IE,408.31,505.16,26.27,22.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 2:00,Ireland,Ireland,IE,406.21,502.98,26.58,22.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 3:00,Ireland,Ireland,IE,404.77,501.36,26.91,22.52,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 4:00,Ireland,Ireland,IE,408.77,506.22,26.04,21.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 5:00,Ireland,Ireland,IE,428.85,529.48,22.3,18.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 6:00,Ireland,Ireland,IE,437.54,539.4,20.49,16.5,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 7:00,Ireland,Ireland,IE,448.73,552.29,18.64,15.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 8:00,Ireland,Ireland,IE,440.14,542.71,20.04,16.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 9:00,Ireland,Ireland,IE,443.1,546,19.69,16.51,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 10:00,Ireland,Ireland,IE,443.67,546.6,19.65,16.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 11:00,Ireland,Ireland,IE,438.62,540.59,20.6,17.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 12:00,Ireland,Ireland,IE,428.05,528.03,22.39,19.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 13:00,Ireland,Ireland,IE,415.03,512.51,24.58,21.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 14:00,Ireland,Ireland,IE,405.43,501.15,26.02,22.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 15:00,Ireland,Ireland,IE,402.78,497.81,26.21,23.1,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 16:00,Ireland,Ireland,IE,403.29,497.27,26.5,24.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 17:00,Ireland,Ireland,IE,399.06,490.56,28.07,27.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 18:00,Ireland,Ireland,IE,375.1,461.18,32.73,32.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 19:00,Ireland,Ireland,IE,343.09,422.92,38.46,38.29,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 20:00,Ireland,Ireland,IE,305.16,377.38,45.36,45.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 21:00,Ireland,Ireland,IE,275.79,342.52,50.52,50.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 22:00,Ireland,Ireland,IE,260.16,323.87,53.31,52.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/22 23:00,Ireland,Ireland,IE,267.16,331.95,52.16,52.16,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 0:00,Ireland,Ireland,IE,279.4,346.58,49.97,49.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 1:00,Ireland,Ireland,IE,274.4,340.6,50.87,50.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 2:00,Ireland,Ireland,IE,269.4,334.71,51.74,51.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 3:00,Ireland,Ireland,IE,273.21,339.19,51.08,51.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 4:00,Ireland,Ireland,IE,287.3,356.03,48.56,48.56,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 5:00,Ireland,Ireland,IE,306.97,379.53,45.03,45.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 6:00,Ireland,Ireland,IE,331.31,408.63,40.68,40.68,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 7:00,Ireland,Ireland,IE,344.43,424.57,38.18,38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 8:00,Ireland,Ireland,IE,351.69,433.19,36.93,36.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 9:00,Ireland,Ireland,IE,347.89,429.65,37.12,36.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 10:00,Ireland,Ireland,IE,342.56,423.88,37.79,36.76,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 11:00,Ireland,Ireland,IE,341.06,422.21,38,36.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 12:00,Ireland,Ireland,IE,342.25,423.61,37.79,36.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 13:00,Ireland,Ireland,IE,348.68,431.51,36.49,35.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 14:00,Ireland,Ireland,IE,346.38,429.64,36.43,34.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 15:00,Ireland,Ireland,IE,353.67,438.35,35.08,33.19,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 16:00,Ireland,Ireland,IE,357.89,443.09,34.47,32.83,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 17:00,Ireland,Ireland,IE,368.27,455.14,32.8,31.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 18:00,Ireland,Ireland,IE,362.74,449.03,33.54,31.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 19:00,Ireland,Ireland,IE,353.23,437.85,35.29,33.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 20:00,Ireland,Ireland,IE,357.5,441.93,35.14,33.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 21:00,Ireland,Ireland,IE,348.61,432.08,36.64,34.62,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 22:00,Ireland,Ireland,IE,348.28,431.2,37.13,34.29,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/23 23:00,Ireland,Ireland,IE,339.9,421.86,38.46,34.52,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 0:00,Ireland,Ireland,IE,349.92,434.17,36.71,33.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 1:00,Ireland,Ireland,IE,358.02,443.87,35.25,31.62,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 2:00,Ireland,Ireland,IE,357.43,443.77,35.21,30.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 3:00,Ireland,Ireland,IE,367.69,455.45,33.51,30.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 4:00,Ireland,Ireland,IE,401.21,493.92,27.66,26.21,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 5:00,Ireland,Ireland,IE,433.96,531.89,22.03,21.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 6:00,Ireland,Ireland,IE,434.99,534.86,20.94,19.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 7:00,Ireland,Ireland,IE,431.27,531.51,21.02,18.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 8:00,Ireland,Ireland,IE,434.62,535.46,20.51,18.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 9:00,Ireland,Ireland,IE,436.29,537.53,20.2,18.14,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 10:00,Ireland,Ireland,IE,435.03,536.17,20.36,18.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 11:00,Ireland,Ireland,IE,431.05,531.47,21.07,19.14,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 12:00,Ireland,Ireland,IE,427.16,526.88,21.76,19.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 13:00,Ireland,Ireland,IE,424.58,523.82,22.18,20.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 14:00,Ireland,Ireland,IE,423.58,522.57,22.31,20.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 15:00,Ireland,Ireland,IE,428.02,527.84,21.45,19.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 16:00,Ireland,Ireland,IE,436.27,537.5,20.03,18.09,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 17:00,Ireland,Ireland,IE,442.42,544.71,19,17.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 18:00,Ireland,Ireland,IE,443.49,545.91,18.85,16.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 19:00,Ireland,Ireland,IE,441.88,544.08,19.14,16.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 20:00,Ireland,Ireland,IE,437.94,539.51,19.94,17.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 21:00,Ireland,Ireland,IE,429.97,530.3,21.39,18.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 22:00,Ireland,Ireland,IE,424.72,523.62,22.82,19.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/24 23:00,Ireland,Ireland,IE,418.85,516.73,24.03,20.22,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 0:00,Ireland,Ireland,IE,429.37,528.44,22.41,19.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 1:00,Ireland,Ireland,IE,426.67,525,22.91,20.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 2:00,Ireland,Ireland,IE,399.17,493.37,27.53,23.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 3:00,Ireland,Ireland,IE,397.96,490.64,28.09,25.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 4:00,Ireland,Ireland,IE,407.83,500.92,26.7,25.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 5:00,Ireland,Ireland,IE,401.38,494.42,27.16,25.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 6:00,Ireland,Ireland,IE,397.18,491.1,26.88,24.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 7:00,Ireland,Ireland,IE,397.82,491.79,26.79,24.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 8:00,Ireland,Ireland,IE,395.25,488.53,27.4,25.19,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 9:00,Ireland,Ireland,IE,386.29,477.77,29.09,26.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 10:00,Ireland,Ireland,IE,378.2,466.75,31.25,30.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 11:00,Ireland,Ireland,IE,362.97,447.9,34.31,33.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 12:00,Ireland,Ireland,IE,350.77,432.58,36.86,36.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 13:00,Ireland,Ireland,IE,340.66,419.95,38.93,38.85,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 14:00,Ireland,Ireland,IE,327.05,403.54,41.44,41.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 15:00,Ireland,Ireland,IE,304.34,376.44,45.48,45.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 16:00,Ireland,Ireland,IE,286.92,355.97,48.41,48.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 17:00,Ireland,Ireland,IE,276.83,343.51,50.43,50.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 18:00,Ireland,Ireland,IE,265.72,330.79,52.09,51.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 19:00,Ireland,Ireland,IE,270.54,336.16,51.46,51.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 20:00,Ireland,Ireland,IE,279.63,346.86,49.93,49.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 21:00,Ireland,Ireland,IE,278.71,346.75,49.63,48.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 22:00,Ireland,Ireland,IE,263.44,329.25,52.13,49.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/25 23:00,Ireland,Ireland,IE,252.5,316.96,53.85,50.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 0:00,Ireland,Ireland,IE,260.67,326.78,52.45,49.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 1:00,Ireland,Ireland,IE,283.47,354.31,48.35,44.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 2:00,Ireland,Ireland,IE,290.52,363.34,46.86,42.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 3:00,Ireland,Ireland,IE,308.35,383.07,44.16,41.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 4:00,Ireland,Ireland,IE,339.59,419.14,38.92,38.35,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 5:00,Ireland,Ireland,IE,368.68,453.39,33.94,33.88,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 6:00,Ireland,Ireland,IE,385.08,474.01,30.4,29.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 7:00,Ireland,Ireland,IE,392.29,483.64,28.51,27.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 8:00,Ireland,Ireland,IE,393.93,485.92,28.07,26.64,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 9:00,Ireland,Ireland,IE,395.12,487.32,27.92,26.68,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 10:00,Ireland,Ireland,IE,390.12,481.71,28.68,27.24,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 11:00,Ireland,Ireland,IE,388.13,479.64,28.86,27.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 12:00,Ireland,Ireland,IE,387.84,479.31,28.99,27.23,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 13:00,Ireland,Ireland,IE,383.54,474.09,29.87,27.95,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 14:00,Ireland,Ireland,IE,386.95,478.21,29.16,27.23,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 15:00,Ireland,Ireland,IE,392.93,485.41,27.93,26.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 16:00,Ireland,Ireland,IE,404.29,498.98,25.85,24.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 17:00,Ireland,Ireland,IE,410.89,506.82,24.7,23.09,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 18:00,Ireland,Ireland,IE,412.45,508.74,24.37,22.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 19:00,Ireland,Ireland,IE,408.43,503.76,25.25,23.1,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 20:00,Ireland,Ireland,IE,416.99,512.88,24.46,22.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 21:00,Ireland,Ireland,IE,413,508.23,25.28,23.19,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 22:00,Ireland,Ireland,IE,412.79,507.54,25.69,23.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/26 23:00,Ireland,Ireland,IE,394.83,486.94,28.79,25.41,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 0:00,Ireland,Ireland,IE,385.18,476,30.23,26.13,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 1:00,Ireland,Ireland,IE,384.64,475.39,30.33,26.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 2:00,Ireland,Ireland,IE,380.3,470.37,31.12,26.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 3:00,Ireland,Ireland,IE,387.77,478.95,29.86,26.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 4:00,Ireland,Ireland,IE,408.1,501.96,26.39,24.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 5:00,Ireland,Ireland,IE,425,521.56,23.44,22.68,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 6:00,Ireland,Ireland,IE,414.12,510.32,24.43,22.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/10/27 7:00,Ireland,Ireland,IE,409.84,505.63,24.94,22.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
