Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO¸Z£Æq/kWh (direct),Carbon Intensity gCO¸Z£Æq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023/2/5 9:00,Ireland,Ireland,IE,224.69,280.13,58.36,58.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 10:00,Ireland,Ireland,IE,248.06,307.95,54.03,54.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 11:00,Ireland,Ireland,IE,259.14,321.14,51.97,51.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 12:00,Ireland,Ireland,IE,268.29,332.03,50.28,50.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 13:00,Ireland,Ireland,IE,269.55,333.54,50.04,50.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 14:00,Ireland,Ireland,IE,267.45,331.53,50.28,49.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 15:00,Ireland,Ireland,IE,273.7,340.26,48.56,46.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 16:00,Ireland,Ireland,IE,295.93,365.93,44.71,43.87,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 17:00,Ireland,Ireland,IE,327.9,403.01,39.23,39.23,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 18:00,Ireland,Ireland,IE,341.25,418.9,36.76,36.76,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 19:00,Ireland,Ireland,IE,338.59,415.91,37.16,37.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 20:00,Ireland,Ireland,IE,319.35,394.12,40.22,39.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 21:00,Ireland,Ireland,IE,302.96,375.58,42.9,40.71,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 22:00,Ireland,Ireland,IE,311.26,384.64,41.78,40.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/5 23:00,Ireland,Ireland,IE,314.44,387.86,41.46,40.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 0:00,Ireland,Ireland,IE,313.21,385.85,41.86,41.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 1:00,Ireland,Ireland,IE,306.06,377.01,43.28,43.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 2:00,Ireland,Ireland,IE,296.18,365.24,45.11,45.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 3:00,Ireland,Ireland,IE,271.02,335.43,49.74,49.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 4:00,Ireland,Ireland,IE,243.9,303,54.8,54.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 5:00,Ireland,Ireland,IE,237.6,295.5,55.96,55.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 6:00,Ireland,Ireland,IE,237.98,295.95,55.9,55.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 7:00,Ireland,Ireland,IE,246.38,305.96,54.34,54.34,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 8:00,Ireland,Ireland,IE,242.51,301.34,55.06,55.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 9:00,Ireland,Ireland,IE,252.62,313.38,53.18,53.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 10:00,Ireland,Ireland,IE,257.51,319.2,52.28,52.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 11:00,Ireland,Ireland,IE,261.9,324.43,51.46,51.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 12:00,Ireland,Ireland,IE,262.88,325.6,51.28,51.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 13:00,Ireland,Ireland,IE,267.51,331.11,50.42,50.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 14:00,Ireland,Ireland,IE,276.76,342.52,48.52,48.37,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 15:00,Ireland,Ireland,IE,289.45,357.3,46.32,46.29,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 16:00,Ireland,Ireland,IE,313.82,386.24,41.84,41.84,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 17:00,Ireland,Ireland,IE,323.52,397.79,40.04,40.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 18:00,Ireland,Ireland,IE,324.78,399.44,39.73,39.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 19:00,Ireland,Ireland,IE,320.61,394.36,40.57,40.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 20:00,Ireland,Ireland,IE,307.07,378.2,43.09,43.09,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 21:00,Ireland,Ireland,IE,287.32,354.88,46.66,46.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 22:00,Ireland,Ireland,IE,268.69,332.55,50.19,50.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/6 23:00,Ireland,Ireland,IE,289.09,356.81,46.42,46.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 0:00,Ireland,Ireland,IE,295.51,364.77,45.09,44.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 1:00,Ireland,Ireland,IE,290.45,359.03,45.92,45.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 2:00,Ireland,Ireland,IE,297.95,367.56,44.7,44.58,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 3:00,Ireland,Ireland,IE,314.91,388.19,41.38,41.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 4:00,Ireland,Ireland,IE,329.44,405.68,38.56,38.14,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 5:00,Ireland,Ireland,IE,359.92,441.23,33.25,33.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 6:00,Ireland,Ireland,IE,392.71,480.16,27.22,27.22,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 7:00,Ireland,Ireland,IE,410.09,501.83,23.47,23,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 8:00,Ireland,Ireland,IE,413.33,506.66,22.36,21.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 9:00,Ireland,Ireland,IE,415.9,509.95,21.82,20.65,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 10:00,Ireland,Ireland,IE,416.86,512.17,21.15,19.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 11:00,Ireland,Ireland,IE,430.68,528.3,18.78,17.4,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 12:00,Ireland,Ireland,IE,428.2,525.88,19.02,17.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 13:00,Ireland,Ireland,IE,430.83,529.04,18.5,16.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 14:00,Ireland,Ireland,IE,431.49,529.88,18.3,16.4,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 15:00,Ireland,Ireland,IE,429.84,527.73,18.61,16.79,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 16:00,Ireland,Ireland,IE,427.54,524.61,19.17,17.61,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 17:00,Ireland,Ireland,IE,428.33,525.1,19.27,17.88,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 18:00,Ireland,Ireland,IE,428.08,524.89,19.27,17.82,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 19:00,Ireland,Ireland,IE,427.1,523.39,19.6,18.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 20:00,Ireland,Ireland,IE,424.35,519.43,20.48,19.47,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 21:00,Ireland,Ireland,IE,423.62,517.39,21.26,21.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 22:00,Ireland,Ireland,IE,416.15,508.22,22.8,22.74,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/7 23:00,Ireland,Ireland,IE,398.3,486.91,26.14,26.1,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 0:00,Ireland,Ireland,IE,347.67,426.54,35.57,35.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 1:00,Ireland,Ireland,IE,274.02,338.86,49.22,49.22,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 2:00,Ireland,Ireland,IE,220.86,275.57,59.07,59.07,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 3:00,Ireland,Ireland,IE,208.84,261.26,61.29,61.29,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 4:00,Ireland,Ireland,IE,170.24,215.3,68.45,68.45,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 5:00,Ireland,Ireland,IE,158.53,201.36,70.62,70.62,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 6:00,Ireland,Ireland,IE,206.21,258.13,61.78,61.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 7:00,Ireland,Ireland,IE,226.71,282.54,57.98,57.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 8:00,Ireland,Ireland,IE,214.84,268.4,60.18,60.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 9:00,Ireland,Ireland,IE,199.42,250.05,63.04,63.04,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 10:00,Ireland,Ireland,IE,196.02,245.99,63.67,63.67,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 11:00,Ireland,Ireland,IE,177.27,223.68,67.15,67.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 12:00,Ireland,Ireland,IE,161.15,204.48,70.13,70.13,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 13:00,Ireland,Ireland,IE,152.87,194.62,71.67,71.67,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 14:00,Ireland,Ireland,IE,156.7,199.18,70.96,70.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 15:00,Ireland,Ireland,IE,159.79,202.86,70.39,70.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 16:00,Ireland,Ireland,IE,198.7,249.19,63.17,63.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 17:00,Ireland,Ireland,IE,234.63,291.96,56.52,56.52,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 18:00,Ireland,Ireland,IE,264.23,327.2,51.03,51.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 19:00,Ireland,Ireland,IE,294.71,363.5,45.38,45.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 20:00,Ireland,Ireland,IE,317.95,391.27,41.03,40.97,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 21:00,Ireland,Ireland,IE,341.68,419.55,36.62,36.54,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 22:00,Ireland,Ireland,IE,330.38,406.43,38.61,38.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/8 23:00,Ireland,Ireland,IE,333.45,410.45,37.98,37.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 0:00,Ireland,Ireland,IE,338.68,416.66,37.03,36.46,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 1:00,Ireland,Ireland,IE,343.54,422.6,36.1,35.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 2:00,Ireland,Ireland,IE,331.9,408.78,38.27,37.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 3:00,Ireland,Ireland,IE,308.4,381.5,42.5,41.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 4:00,Ireland,Ireland,IE,301.02,372.21,43.92,43.15,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 5:00,Ireland,Ireland,IE,310.41,382.28,42.44,42.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 6:00,Ireland,Ireland,IE,338.57,415.71,37.25,37.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 7:00,Ireland,Ireland,IE,359.14,440.2,33.44,33.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 8:00,Ireland,Ireland,IE,380.84,466.18,29.35,29.28,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 9:00,Ireland,Ireland,IE,395.76,484.11,26.51,26.33,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 10:00,Ireland,Ireland,IE,388.91,477.34,27.2,26.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 11:00,Ireland,Ireland,IE,367.32,452.61,30.86,29.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 12:00,Ireland,Ireland,IE,354.56,437.5,33.24,31.99,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 13:00,Ireland,Ireland,IE,337.32,417.02,36.37,35.14,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 14:00,Ireland,Ireland,IE,335.91,415.22,36.6,35.42,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 15:00,Ireland,Ireland,IE,356.72,438.58,33.32,32.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 16:00,Ireland,Ireland,IE,377.82,463.41,29.5,29.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 17:00,Ireland,Ireland,IE,388.22,475.3,27.81,27.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 18:00,Ireland,Ireland,IE,383.25,469.46,28.7,28.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 19:00,Ireland,Ireland,IE,372.26,456.03,30.9,30.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 20:00,Ireland,Ireland,IE,343.89,422.04,36.27,36.27,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 21:00,Ireland,Ireland,IE,314.11,386.59,41.78,41.78,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 22:00,Ireland,Ireland,IE,271.29,335.61,49.72,49.72,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/9 23:00,Ireland,Ireland,IE,239.02,297.19,55.7,55.7,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 0:00,Ireland,Ireland,IE,222.15,277.1,58.83,58.83,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 1:00,Ireland,Ireland,IE,221.97,276.89,58.86,58.86,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 2:00,Ireland,Ireland,IE,216.06,269.85,59.96,59.96,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 3:00,Ireland,Ireland,IE,229.36,285.69,57.49,57.49,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 4:00,Ireland,Ireland,IE,229.92,286.36,57.39,57.39,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 5:00,Ireland,Ireland,IE,212.62,265.76,60.59,60.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 6:00,Ireland,Ireland,IE,229.28,285.6,57.51,57.51,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 7:00,Ireland,Ireland,IE,250.55,310.91,53.57,53.57,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 8:00,Ireland,Ireland,IE,258.08,319.89,52.17,52.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 9:00,Ireland,Ireland,IE,260.67,322.96,51.69,51.69,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 10:00,Ireland,Ireland,IE,263.52,326.36,51.16,51.16,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 11:00,Ireland,Ireland,IE,244.95,304.25,54.6,54.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 12:00,Ireland,Ireland,IE,229.4,285.74,57.48,57.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 13:00,Ireland,Ireland,IE,214.41,267.89,60.26,60.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 14:00,Ireland,Ireland,IE,204.7,256.32,62.06,62.06,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 15:00,Ireland,Ireland,IE,221.67,276.53,58.92,58.92,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 16:00,Ireland,Ireland,IE,252.64,313.41,53.18,53.18,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 17:00,Ireland,Ireland,IE,288.38,355.96,46.55,46.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 18:00,Ireland,Ireland,IE,308.61,380.04,42.8,42.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 19:00,Ireland,Ireland,IE,310.62,382.44,42.43,42.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 20:00,Ireland,Ireland,IE,321.78,395.72,40.36,40.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 21:00,Ireland,Ireland,IE,334.62,411.01,37.98,37.98,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 22:00,Ireland,Ireland,IE,335,411.46,37.91,37.91,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/10 23:00,Ireland,Ireland,IE,333.92,410.18,38.11,38.11,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 0:00,Ireland,Ireland,IE,340.74,418.33,36.84,36.8,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 1:00,Ireland,Ireland,IE,347.49,426.34,35.6,35.6,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 2:00,Ireland,Ireland,IE,359.83,441.03,33.31,33.31,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 3:00,Ireland,Ireland,IE,364.19,446.36,32.49,32.36,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 4:00,Ireland,Ireland,IE,366.13,448.52,32.14,32.14,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 5:00,Ireland,Ireland,IE,373.67,457.5,30.75,30.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 6:00,Ireland,Ireland,IE,387.08,473.46,28.26,28.26,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 7:00,Ireland,Ireland,IE,396.9,485.15,26.44,26.44,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 8:00,Ireland,Ireland,IE,400.6,489.57,25.75,25.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 9:00,Ireland,Ireland,IE,404.35,494.16,24.99,24.88,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 10:00,Ireland,Ireland,IE,411.4,502.42,23.75,23.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 11:00,Ireland,Ireland,IE,410.47,501.32,23.93,23.93,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 12:00,Ireland,Ireland,IE,403.51,493.03,25.22,25.22,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 13:00,Ireland,Ireland,IE,393.48,481.08,27.08,27.08,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 14:00,Ireland,Ireland,IE,376.97,461.43,30.14,30.14,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 15:00,Ireland,Ireland,IE,374.83,458.9,30.52,30.51,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 16:00,Ireland,Ireland,IE,379.03,464.26,29.54,29.24,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 17:00,Ireland,Ireland,IE,390.34,477.34,27.66,27.66,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 18:00,Ireland,Ireland,IE,392.54,479.97,27.25,27.25,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 19:00,Ireland,Ireland,IE,391.49,478.77,27.42,27.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 20:00,Ireland,Ireland,IE,385.53,471.63,28.55,28.55,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 21:00,Ireland,Ireland,IE,382.54,468.06,29.1,29.1,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 22:00,Ireland,Ireland,IE,377.6,462.18,30.02,30.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/11 23:00,Ireland,Ireland,IE,365.71,448.94,31.86,31.17,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 0:00,Ireland,Ireland,IE,359.35,440.52,33.37,33.32,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 1:00,Ireland,Ireland,IE,349.41,428.61,35.24,35.24,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 2:00,Ireland,Ireland,IE,337.88,414.89,37.38,37.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 3:00,Ireland,Ireland,IE,324.29,398.72,39.9,39.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 4:00,Ireland,Ireland,IE,307.47,378.69,43.02,43.02,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 5:00,Ireland,Ireland,IE,298.96,368.56,44.59,44.59,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 6:00,Ireland,Ireland,IE,298.09,367.52,44.75,44.75,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 7:00,Ireland,Ireland,IE,291.92,360.17,45.9,45.9,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 8:00,Ireland,Ireland,IE,280.41,346.46,48.03,48.03,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 9:00,Ireland,Ireland,IE,283.79,350.49,47.4,47.4,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 10:00,Ireland,Ireland,IE,289.34,357.1,46.38,46.38,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 11:00,Ireland,Ireland,IE,276.95,342.35,48.67,48.67,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 12:00,Ireland,Ireland,IE,271.02,335.28,49.77,49.77,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 13:00,Ireland,Ireland,IE,274.1,338.96,49.2,49.2,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 14:00,Ireland,Ireland,IE,291.09,359.18,46.05,46.05,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 15:00,Ireland,Ireland,IE,304.98,375.72,43.48,43.48,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 16:00,Ireland,Ireland,IE,326.82,401.72,39.43,39.43,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 17:00,Ireland,Ireland,IE,330.15,405.68,38.81,38.81,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
2023/2/12 18:00,Ireland,Ireland,IE,310.19,381.93,42.51,42.51,Electricity Maps Estimation,TRUE,ESTIMATED_MODE_BREAKDOWN
