Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Ireland,Ireland,IE,140.42,179.14,74.88,74.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 01:00:00,Ireland,Ireland,IE,120.9,156.0,78.37,78.37,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 02:00:00,Ireland,Ireland,IE,123.29,158.83,77.95,77.95,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 03:00:00,Ireland,Ireland,IE,140.44,179.16,74.88,74.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 04:00:00,Ireland,Ireland,IE,172.2,216.83,69.2,69.2,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 05:00:00,Ireland,Ireland,IE,178.72,224.55,68.03,68.03,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 06:00:00,Ireland,Ireland,IE,175.26,220.68,68.63,68.28,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 07:00:00,Ireland,Ireland,IE,195.06,244.33,65.06,64.41,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 08:00:00,Ireland,Ireland,IE,205.06,255.79,63.32,63.32,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 09:00:00,Ireland,Ireland,IE,201.78,251.91,63.91,63.91,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 10:00:00,Ireland,Ireland,IE,197.56,246.89,64.66,64.66,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 11:00:00,Ireland,Ireland,IE,189.51,237.48,66.07,65.85,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 12:00:00,Ireland,Ireland,IE,186.23,233.49,66.68,66.64,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 13:00:00,Ireland,Ireland,IE,164.47,207.66,70.58,70.58,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 14:00:00,Ireland,Ireland,IE,154.64,196.0,72.34,72.34,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 15:00:00,Ireland,Ireland,IE,152.5,193.46,72.72,72.72,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 16:00:00,Ireland,Ireland,IE,150.06,190.57,73.16,73.16,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 17:00:00,Ireland,Ireland,IE,188.84,236.56,66.22,66.22,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 18:00:00,Ireland,Ireland,IE,213.22,265.47,61.86,61.86,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 19:00:00,Ireland,Ireland,IE,210.68,262.57,62.28,62.1,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 20:00:00,Ireland,Ireland,IE,213.87,266.24,61.75,61.75,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 21:00:00,Ireland,Ireland,IE,195.04,244.02,65.09,64.88,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 22:00:00,Ireland,Ireland,IE,196.17,245.64,64.83,64.19,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
2022-01-01 23:00:00,Ireland,Ireland,IE,189.42,237.66,66.03,65.38,Electricity Maps Estimation,true,ESTIMATED_MODE_BREAKDOWN
