Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,USA,USA,US,,,,,,,
2021-01-01 01:00:00,USA,USA,US,366.29,430.31,40.96,20.58,,false,
2021-01-01 02:00:00,USA,USA,US,361.6,425.08,41.61,20.7,,false,
2021-01-01 03:00:00,USA,USA,US,358.23,421.07,42.28,20.69,,false,
2021-01-01 04:00:00,USA,USA,US,357.39,419.27,42.89,20.55,,false,
2021-01-01 05:00:00,USA,USA,US,354.71,415.98,43.54,20.41,,false,
2021-01-01 06:00:00,USA,USA,US,354.23,415.03,43.84,20.13,,false,
2021-01-01 07:00:00,USA,USA,US,354.26,414.71,44.09,19.96,,false,
2021-01-01 08:00:00,USA,USA,US,353.16,413.42,44.34,19.92,,false,
2021-01-01 09:00:00,USA,USA,US,353.6,414.01,44.24,19.71,,false,
2021-01-01 10:00:00,USA,USA,US,354.32,414.77,44.13,19.64,,false,
2021-01-01 11:00:00,USA,USA,US,358.43,418.98,43.66,19.38,,false,
2021-01-01 12:00:00,USA,USA,US,361.06,421.99,43.23,19.3,,false,
2021-01-01 13:00:00,USA,USA,US,361.85,423.32,42.93,19.56,,false,
2021-01-01 14:00:00,USA,USA,US,363.04,425.11,42.45,19.66,,false,
2021-01-01 15:00:00,USA,USA,US,364.53,426.99,42.2,19.94,,false,
2021-01-01 16:00:00,USA,USA,US,361.97,423.92,42.87,20.96,,false,
2021-01-01 17:00:00,USA,USA,US,,,,,,,
2021-01-01 18:00:00,USA,USA,US,,,,,,,
2021-01-01 19:00:00,USA,USA,US,363.0,425.69,42.52,20.41,,false,
2021-01-01 20:00:00,USA,USA,US,365.24,428.51,41.91,19.66,,false,
2021-01-01 21:00:00,USA,USA,US,,,,,,,
2021-01-01 22:00:00,USA,USA,US,379.45,444.71,39.47,17.96,,false,
2021-01-01 23:00:00,USA,USA,US,390.09,456.27,37.9,16.82,,false,
2021-01-02 00:00:00,USA,USA,US,394.76,461.32,37.16,16.17,,false,
2021-01-02 01:00:00,USA,USA,US,393.26,459.86,37.24,16.14,,false,
2021-01-02 02:00:00,USA,USA,US,393.18,459.56,37.44,15.89,,false,
2021-01-02 03:00:00,USA,USA,US,392.53,458.58,37.67,15.54,,false,
2021-01-02 04:00:00,USA,USA,US,390.7,456.08,38.21,15.28,,false,
2021-01-02 05:00:00,USA,USA,US,384.88,449.2,39.32,15.48,,false,
2021-01-02 06:00:00,USA,USA,US,381.18,445.35,39.68,15.06,,false,
2021-01-02 07:00:00,USA,USA,US,378.89,442.78,40.04,14.89,,false,
2021-01-02 08:00:00,USA,USA,US,377.64,441.26,40.23,14.78,,false,
2021-01-02 09:00:00,USA,USA,US,376.92,440.43,40.34,14.77,,false,
2021-01-02 10:00:00,USA,USA,US,379.38,443.1,40.04,14.68,,false,
2021-01-02 11:00:00,USA,USA,US,383.97,448.21,39.39,14.58,,false,
2021-01-02 12:00:00,USA,USA,US,386.2,450.87,39.05,15.0,,false,
2021-01-02 13:00:00,USA,USA,US,389.08,454.14,38.68,15.46,,false,
2021-01-02 14:00:00,USA,USA,US,388.6,453.63,38.75,16.17,,false,
2021-01-02 15:00:00,USA,USA,US,382.86,447.57,39.61,17.41,,false,
2021-01-02 16:00:00,USA,USA,US,376.35,440.17,40.8,18.57,,false,
2021-01-02 17:00:00,USA,USA,US,365.66,427.97,42.65,20.18,,false,
2021-01-02 18:00:00,USA,USA,US,358.62,420.29,43.63,20.88,,false,
2021-01-02 19:00:00,USA,USA,US,358.1,419.41,43.85,20.86,,false,
2021-01-02 20:00:00,USA,USA,US,356.36,417.56,44.05,20.95,,false,
2021-01-02 21:00:00,USA,USA,US,357.43,419.09,43.68,20.77,,false,
