Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Italy,Italy,IT,276.29,344.96,50.8,38.72,,false,
2022-01-01 01:00:00,Italy,Italy,IT,277.5,348.04,51.16,39.76,,false,
2022-01-01 02:00:00,Italy,Italy,IT,274.06,344.45,52.02,40.4,,false,
2022-01-01 03:00:00,Italy,Italy,IT,264.03,330.89,54.05,41.92,,false,
2022-01-01 04:00:00,Italy,Italy,IT,266.73,333.64,53.54,40.85,,false,
2022-01-01 05:00:00,Italy,Italy,IT,264.8,332.99,53.89,40.68,,false,
2022-01-01 06:00:00,Italy,Italy,IT,263.0,326.4,54.71,41.72,,false,
2022-01-01 07:00:00,Italy,Italy,IT,237.1,296.06,59.24,45.77,,false,
2022-01-01 08:00:00,Italy,Italy,IT,217.41,273.32,62.65,49.42,,false,
2022-01-01 09:00:00,Italy,Italy,IT,208.61,265.02,63.46,50.96,,false,
2022-01-01 10:00:00,Italy,Italy,IT,210.69,270.71,61.68,50.66,,false,
2022-01-01 11:00:00,Italy,Italy,IT,212.27,271.68,61.94,52.22,,false,
2022-01-01 12:00:00,Italy,Italy,IT,210.62,270.35,62.04,52.95,,false,
2022-01-01 13:00:00,Italy,Italy,IT,208.21,266.9,63.08,50.96,,false,
2022-01-01 14:00:00,Italy,Italy,IT,222.0,282.29,60.04,44.26,,false,
2022-01-01 15:00:00,Italy,Italy,IT,241.92,306.47,55.53,40.03,,false,
2022-01-01 16:00:00,Italy,Italy,IT,256.67,321.18,54.94,41.78,,false,
2022-01-01 17:00:00,Italy,Italy,IT,268.92,334.48,53.91,42.38,,false,
2022-01-01 18:00:00,Italy,Italy,IT,276.98,342.93,53.62,42.81,,false,
2022-01-01 19:00:00,Italy,Italy,IT,282.29,349.82,52.09,40.87,,false,
2022-01-01 20:00:00,Italy,Italy,IT,281.71,352.26,50.15,38.02,,false,
2022-01-01 21:00:00,Italy,Italy,IT,281.04,353.34,47.98,35.4,,false,
2022-01-01 22:00:00,Italy,Italy,IT,277.17,349.54,48.53,34.74,,false,
2022-01-01 23:00:00,Italy,Italy,IT,260.94,329.82,52.66,36.47,,false,
2022-01-02 00:00:00,Italy,Italy,IT,272.55,341.82,51.02,35.96,,false,
2022-01-02 01:00:00,Italy,Italy,IT,277.88,348.94,49.76,35.27,,false,
2022-01-02 02:00:00,Italy,Italy,IT,280.57,353.23,49.2,35.14,,false,
2022-01-02 03:00:00,Italy,Italy,IT,281.67,355.14,48.36,34.49,,false,
2022-01-02 04:00:00,Italy,Italy,IT,284.22,357.17,48.01,34.16,,false,
2022-01-02 05:00:00,Italy,Italy,IT,279.69,352.47,48.45,33.82,,false,
2022-01-02 06:00:00,Italy,Italy,IT,277.18,348.7,49.23,34.94,,false,
2022-01-02 07:00:00,Italy,Italy,IT,263.6,332.43,52.7,39.17,,false,
2022-01-02 08:00:00,Italy,Italy,IT,253.45,320.46,54.28,41.94,,false,
2022-01-02 09:00:00,Italy,Italy,IT,242.49,310.34,55.73,45.37,,false,
2022-01-02 10:00:00,Italy,Italy,IT,236.3,303.15,56.02,46.6,,false,
2022-01-02 11:00:00,Italy,Italy,IT,233.13,299.32,56.83,47.83,,false,
2022-01-02 12:00:00,Italy,Italy,IT,237.63,305.06,55.72,47.07,,false,
