Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Japan,Japan,JP,307.9,375.53,43.88,34.11,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 01:00:00,Japan,Japan,JP,261.95,324.1,52.28,42.0,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 02:00:00,Japan,Japan,JP,233.08,292.7,57.54,46.78,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 03:00:00,Japan,Japan,JP,227.53,286.94,58.54,47.57,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 04:00:00,Japan,Japan,JP,244.48,305.58,55.45,44.23,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 05:00:00,Japan,Japan,JP,280.83,344.43,48.83,37.58,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 06:00:00,Japan,Japan,JP,334.03,402.0,39.14,28.19,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 07:00:00,Japan,Japan,JP,399.11,472.1,27.31,17.06,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 08:00:00,Japan,Japan,JP,425.43,502.11,22.49,13.19,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 09:00:00,Japan,Japan,JP,426.89,503.67,22.22,13.22,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 10:00:00,Japan,Japan,JP,427.16,504.06,22.17,13.19,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 11:00:00,Japan,Japan,JP,427.12,504.21,22.17,13.18,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 12:00:00,Japan,Japan,JP,426.76,504.1,22.23,13.15,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 13:00:00,Japan,Japan,JP,424.66,501.75,22.62,13.16,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 14:00:00,Japan,Japan,JP,423.65,500.55,22.8,13.17,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 15:00:00,Japan,Japan,JP,420.41,496.25,23.4,13.29,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 16:00:00,Japan,Japan,JP,418.7,494.1,23.72,13.34,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 17:00:00,Japan,Japan,JP,418.8,494.01,23.71,13.51,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 18:00:00,Japan,Japan,JP,419.4,494.72,23.6,13.54,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 19:00:00,Japan,Japan,JP,419.37,494.54,23.6,13.54,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 20:00:00,Japan,Japan,JP,419.16,494.38,23.64,13.5,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 21:00:00,Japan,Japan,JP,419.28,494.59,23.62,13.59,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 22:00:00,Japan,Japan,JP,419.51,495.71,23.56,13.96,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-01 23:00:00,Japan,Japan,JP,379.67,452.61,30.82,21.67,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 00:00:00,Japan,Japan,JP,334.6,403.34,39.04,29.75,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 01:00:00,Japan,Japan,JP,294.7,359.5,46.32,36.7,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 02:00:00,Japan,Japan,JP,275.36,339.63,49.82,39.94,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 03:00:00,Japan,Japan,JP,274.24,338.93,50.01,39.89,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 04:00:00,Japan,Japan,JP,283.16,348.13,48.39,38.08,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 05:00:00,Japan,Japan,JP,303.59,369.84,44.68,34.38,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 06:00:00,Japan,Japan,JP,351.7,422.8,35.9,25.94,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 07:00:00,Japan,Japan,JP,406.01,481.41,26.01,16.58,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 08:00:00,Japan,Japan,JP,426.56,503.84,22.28,13.75,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 09:00:00,Japan,Japan,JP,431.85,509.79,21.31,13.15,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 10:00:00,Japan,Japan,JP,431.99,509.92,21.28,13.13,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 11:00:00,Japan,Japan,JP,431.88,509.75,21.3,13.04,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 12:00:00,Japan,Japan,JP,430.51,508.1,21.55,13.0,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 13:00:00,Japan,Japan,JP,428.34,506.28,21.94,13.0,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 14:00:00,Japan,Japan,JP,427.25,505.21,22.13,13.01,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 15:00:00,Japan,Japan,JP,423.91,500.39,22.76,13.15,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 16:00:00,Japan,Japan,JP,422.67,498.69,22.99,13.18,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 17:00:00,Japan,Japan,JP,423.7,499.75,22.81,13.14,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 18:00:00,Japan,Japan,JP,423.81,499.77,22.79,13.2,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 19:00:00,Japan,Japan,JP,423.36,499.48,22.87,13.23,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 20:00:00,Japan,Japan,JP,423.04,499.32,22.92,13.23,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 21:00:00,Japan,Japan,JP,419.54,495.55,23.56,14.04,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 22:00:00,Japan,Japan,JP,420.23,496.39,23.44,14.38,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-02 23:00:00,Japan,Japan,JP,374.82,446.93,31.72,23.06,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 00:00:00,Japan,Japan,JP,323.38,391.57,41.08,32.23,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 01:00:00,Japan,Japan,JP,283.53,348.28,48.34,39.13,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 02:00:00,Japan,Japan,JP,261.14,324.2,52.41,42.85,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 03:00:00,Japan,Japan,JP,257.73,321.06,53.02,43.28,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 04:00:00,Japan,Japan,JP,272.91,336.93,50.26,40.24,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 05:00:00,Japan,Japan,JP,296.27,362.06,46.01,35.94,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 06:00:00,Japan,Japan,JP,345.37,415.87,37.05,27.3,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 07:00:00,Japan,Japan,JP,404.7,480.33,26.25,17.12,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 08:00:00,Japan,Japan,JP,432.57,510.72,21.17,12.93,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 09:00:00,Japan,Japan,JP,433.99,512.32,20.92,12.93,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 10:00:00,Japan,Japan,JP,433.81,512.33,20.94,12.95,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 11:00:00,Japan,Japan,JP,433.39,511.9,21.02,12.96,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 12:00:00,Japan,Japan,JP,431.95,510.02,21.29,12.98,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 13:00:00,Japan,Japan,JP,429.04,506.86,21.81,13.06,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 14:00:00,Japan,Japan,JP,427.21,504.57,22.15,13.18,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 15:00:00,Japan,Japan,JP,423.23,499.94,22.88,13.29,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 16:00:00,Japan,Japan,JP,422.17,498.75,23.07,13.36,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 17:00:00,Japan,Japan,JP,422.63,499.33,22.98,13.42,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 18:00:00,Japan,Japan,JP,422.98,499.55,22.93,13.49,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 19:00:00,Japan,Japan,JP,422.78,499.2,22.96,13.53,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 20:00:00,Japan,Japan,JP,423.94,500.79,22.75,13.42,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 21:00:00,Japan,Japan,JP,426.07,504.07,22.34,13.56,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 22:00:00,Japan,Japan,JP,425.71,503.82,22.41,14.25,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-03 23:00:00,Japan,Japan,JP,387.69,463.23,29.33,21.68,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 00:00:00,Japan,Japan,JP,347.59,419.4,36.64,28.95,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 01:00:00,Japan,Japan,JP,317.17,386.35,42.18,34.27,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 02:00:00,Japan,Japan,JP,304.39,371.63,44.53,36.41,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 03:00:00,Japan,Japan,JP,300.57,367.39,45.22,36.93,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 04:00:00,Japan,Japan,JP,310.9,379.19,43.32,34.94,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 05:00:00,Japan,Japan,JP,330.68,400.31,39.73,31.25,,true,ESTIMATED_MODE_BREAKDOWN
2023-01-04 06:00:00,Japan,Japan,JP,370.06,442.75,32.56,24.26,,true,ESTIMATED_MODE_BREAKDOWN
