Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,Taiwan,Taiwan,TW,427.54,512.95,18.12,5.48,taipower.com.tw,false,
2021-01-01 01:00:00,Taiwan,Taiwan,TW,415.69,499.38,20.78,8.33,taipower.com.tw,false,
2021-01-01 02:00:00,Taiwan,Taiwan,TW,404.3,486.5,23.17,10.93,taipower.com.tw,false,
2021-01-01 03:00:00,Taiwan,Taiwan,TW,396.35,476.97,25.2,12.99,taipower.com.tw,false,
2021-01-01 04:00:00,Taiwan,Taiwan,TW,394.51,473.88,26.37,13.95,taipower.com.tw,false,
2021-01-01 05:00:00,Taiwan,Taiwan,TW,396.51,475.84,26.18,13.64,taipower.com.tw,false,
2021-01-01 06:00:00,Taiwan,Taiwan,TW,401.2,481.8,24.56,12.01,taipower.com.tw,false,
2021-01-01 07:00:00,Taiwan,Taiwan,TW,415.73,496.86,23.14,10.65,taipower.com.tw,false,
2021-01-01 08:00:00,Taiwan,Taiwan,TW,429.03,512.48,19.94,7.74,taipower.com.tw,false,
2021-01-01 09:00:00,Taiwan,Taiwan,TW,439.26,523.3,18.58,6.92,taipower.com.tw,false,
2021-01-01 10:00:00,Taiwan,Taiwan,TW,442.15,526.15,18.82,7.46,taipower.com.tw,false,
2021-01-01 11:00:00,Taiwan,Taiwan,TW,443.81,528.2,18.46,7.1,taipower.com.tw,false,
2021-01-01 12:00:00,Taiwan,Taiwan,TW,444.94,528.81,18.83,7.46,taipower.com.tw,false,
2021-01-01 13:00:00,Taiwan,Taiwan,TW,446.86,531.48,18.07,6.65,taipower.com.tw,false,
2021-01-01 14:00:00,Taiwan,Taiwan,TW,448.21,534.04,16.77,5.12,taipower.com.tw,false,
2021-01-01 15:00:00,Taiwan,Taiwan,TW,446.72,532.0,17.19,4.95,taipower.com.tw,false,
2021-01-01 16:00:00,Taiwan,Taiwan,TW,440.64,527.52,16.08,3.09,taipower.com.tw,false,
2021-01-01 17:00:00,Taiwan,Taiwan,TW,439.64,526.91,15.47,2.16,taipower.com.tw,false,
2021-01-01 18:00:00,Taiwan,Taiwan,TW,439.27,526.34,15.62,2.45,taipower.com.tw,false,
2021-01-01 19:00:00,Taiwan,Taiwan,TW,442.23,529.18,15.45,2.65,taipower.com.tw,false,
2021-01-01 20:00:00,Taiwan,Taiwan,TW,441.23,527.07,16.23,2.93,taipower.com.tw,false,
2021-01-01 21:00:00,Taiwan,Taiwan,TW,438.78,524.3,16.66,3.03,taipower.com.tw,false,
2021-01-01 22:00:00,Taiwan,Taiwan,TW,436.8,522.39,16.73,3.1,taipower.com.tw,false,
2021-01-01 23:00:00,Taiwan,Taiwan,TW,433.67,518.71,17.61,4.12,taipower.com.tw,false,
2021-01-02 00:00:00,Taiwan,Taiwan,TW,420.88,505.29,19.71,6.81,taipower.com.tw,false,
2021-01-02 01:00:00,Taiwan,Taiwan,TW,406.9,490.0,22.28,9.71,taipower.com.tw,false,
2021-01-02 02:00:00,Taiwan,Taiwan,TW,396.06,477.99,24.44,12.19,taipower.com.tw,false,
2021-01-02 03:00:00,Taiwan,Taiwan,TW,389.46,470.21,25.99,13.81,taipower.com.tw,false,
2021-01-02 04:00:00,Taiwan,Taiwan,TW,388.53,468.21,26.93,14.58,taipower.com.tw,false,
2021-01-02 05:00:00,Taiwan,Taiwan,TW,393.07,473.42,25.9,13.48,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 06:00:00,Taiwan,Taiwan,TW,396.15,476.95,25.2,12.73,Electricity Maps Estimation; taipower.com.tw,false,
2021-01-02 07:00:00,Taiwan,Taiwan,TW,408.39,490.8,22.77,10.2,taipower.com.tw,false,
2021-01-02 08:00:00,Taiwan,Taiwan,TW,419.63,502.86,21.21,8.85,taipower.com.tw,false,
2021-01-02 09:00:00,Taiwan,Taiwan,TW,435.01,519.49,19.08,7.27,taipower.com.tw,false,
2021-01-02 10:00:00,Taiwan,Taiwan,TW,438.42,522.79,19.24,7.74,taipower.com.tw,false,
2021-01-02 11:00:00,Taiwan,Taiwan,TW,440.62,525.26,18.89,7.37,taipower.com.tw,false,
2021-01-02 12:00:00,Taiwan,Taiwan,TW,443.54,527.87,18.89,7.35,taipower.com.tw,false,
2021-01-02 13:00:00,Taiwan,Taiwan,TW,450.19,534.45,18.34,6.78,taipower.com.tw,false,
2021-01-02 14:00:00,Taiwan,Taiwan,TW,449.77,535.65,16.79,4.97,taipower.com.tw,false,
2021-01-02 15:00:00,Taiwan,Taiwan,TW,444.69,531.29,16.6,4.38,taipower.com.tw,false,
2021-01-02 16:00:00,Taiwan,Taiwan,TW,443.54,530.89,15.83,2.95,taipower.com.tw,false,
2021-01-02 17:00:00,Taiwan,Taiwan,TW,443.98,532.52,14.45,1.23,taipower.com.tw,false,
2021-01-02 18:00:00,Taiwan,Taiwan,TW,443.74,532.32,14.43,1.21,taipower.com.tw,false,
2021-01-02 19:00:00,Taiwan,Taiwan,TW,444.27,531.44,15.18,1.45,taipower.com.tw,false,
2021-01-02 20:00:00,Taiwan,Taiwan,TW,444.92,531.5,15.53,1.64,taipower.com.tw,false,
2021-01-02 21:00:00,Taiwan,Taiwan,TW,443.46,529.92,15.69,1.86,taipower.com.tw,false,
2021-01-02 22:00:00,Taiwan,Taiwan,TW,443.2,529.57,15.79,1.99,taipower.com.tw,false,
2021-01-02 23:00:00,Taiwan,Taiwan,TW,440.55,526.23,16.54,2.67,taipower.com.tw,false,
2021-01-03 00:00:00,Taiwan,Taiwan,TW,428.08,512.59,18.92,5.31,taipower.com.tw,false,
2021-01-03 01:00:00,Taiwan,Taiwan,TW,411.43,494.04,22.24,9.03,taipower.com.tw,false,
2021-01-03 02:00:00,Taiwan,Taiwan,TW,399.5,479.94,25.22,12.25,taipower.com.tw,false,
2021-01-03 03:00:00,Taiwan,Taiwan,TW,392.39,471.68,26.83,13.97,taipower.com.tw,false,
2021-01-03 04:00:00,Taiwan,Taiwan,TW,390.46,469.26,27.4,14.53,taipower.com.tw,false,
2021-01-03 05:00:00,Taiwan,Taiwan,TW,391.01,469.8,27.15,14.21,taipower.com.tw,false,
2021-01-03 06:00:00,Taiwan,Taiwan,TW,396.22,475.75,26.0,12.98,taipower.com.tw,false,
2021-01-03 07:00:00,Taiwan,Taiwan,TW,407.66,487.9,24.27,11.3,taipower.com.tw,false,
2021-01-03 08:00:00,Taiwan,Taiwan,TW,424.0,505.92,21.73,9.06,taipower.com.tw,false,
2021-01-03 09:00:00,Taiwan,Taiwan,TW,433.1,516.8,19.96,8.05,taipower.com.tw,false,
2021-01-03 10:00:00,Taiwan,Taiwan,TW,432.42,517.18,19.34,7.85,taipower.com.tw,false,
2021-01-03 11:00:00,Taiwan,Taiwan,TW,432.92,517.3,19.61,8.08,taipower.com.tw,false,
2021-01-03 12:00:00,Taiwan,Taiwan,TW,433.78,518.94,19.06,7.66,taipower.com.tw,false,
2021-01-03 13:00:00,Taiwan,Taiwan,TW,433.48,518.83,18.97,7.49,taipower.com.tw,false,
2021-01-03 14:00:00,Taiwan,Taiwan,TW,432.42,519.15,17.74,5.95,taipower.com.tw,false,
2021-01-03 15:00:00,Taiwan,Taiwan,TW,432.39,519.44,16.82,4.34,taipower.com.tw,false,
2021-01-03 16:00:00,Taiwan,Taiwan,TW,433.77,521.81,15.5,2.66,taipower.com.tw,false,
2021-01-03 17:00:00,Taiwan,Taiwan,TW,437.6,524.81,15.74,2.67,taipower.com.tw,false,
2021-01-03 18:00:00,Taiwan,Taiwan,TW,436.66,523.18,16.15,2.92,taipower.com.tw,false,
2021-01-03 19:00:00,Taiwan,Taiwan,TW,436.51,523.11,16.15,2.85,taipower.com.tw,false,
2021-01-03 20:00:00,Taiwan,Taiwan,TW,436.12,522.92,16.04,2.68,taipower.com.tw,false,
2021-01-03 21:00:00,Taiwan,Taiwan,TW,434.48,521.08,16.28,3.0,taipower.com.tw,false,
2021-01-03 22:00:00,Taiwan,Taiwan,TW,433.82,520.35,16.26,3.28,taipower.com.tw,false,
2021-01-03 23:00:00,Taiwan,Taiwan,TW,435.67,522.24,16.35,4.08,taipower.com.tw,false,
2021-01-04 00:00:00,Taiwan,Taiwan,TW,426.09,511.25,18.85,7.43,taipower.com.tw,false,
